actor,instrument,objective,sector,climate_amount_usd_m
Germany / Federal Ministry for Economic Cooperation and Development,equity,mitigation,finance_policy,51.639569200000004
Denmark / Ministry of Foreign Affairs,grant,both,agriculture_land_use,51.06977860000001
Canada / Global Affairs Canada,grant,adaptation,transport,50.73118
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,both,agriculture_land_use,50.5863752
Private Infrastructure Development Group / Emerging Africa Infrastructure Fund,debt,mitigation,transport,50.0
Adaptation Fund,grant,adaptation,buildings,49.933381
United Arab Emirates / Abu Dhabi Fund for Development,grant,mitigation,energy,49.759105000000005
France / French Development Agency,grant,adaptation,transport,49.3070106
France / Ministry of Foreign Affairs,grant,both,other,49.115947
France / Proparco,debt,both,water,48.857531
Sweden / Swedish International Development Authority,grant,both,agriculture_land_use,48.7137672
Germany / Federal Ministry for Economic Affairs and Climate Action,grant,mitigation,industry_mining,48.661508000000005
Norway / Norwegian Agency for Development Co-operation,grant,both,agriculture_land_use,48.1628444
World Bank (IBRD/IDA),grant,mitigation,water,47.370099999999994
Finland / FinnFund,equity,mitigation,agriculture_land_use,47.095588
Canada / Global Affairs Canada,grant,adaptation,education,47.0191626
United States / Agency for International Development,grant,both,finance_policy,46.8423084
"United Kingdom / Foreign, Commonwealth and Development Office",grant,both,water,46.6610244
Australia / Australian Government,grant,both,water,46.5356594
Germany / Federal Ministry for Economic Affairs and Climate Action,grant,mitigation,agriculture_land_use,46.4589658
Global Environment Facility / GEF Trust Fund,grant,both,energy,46.4455276
Asian Development Bank,grant,adaptation,water,46.30929886
Germany / Federal Ministry of Finance,debt,both,other,46.1119292
United Kingdom / British International Investment,equity,mitigation,buildings,45.8517862
Ireland / Department of Foreign Affairs,grant,both,other,45.4130838
Korea / Korea International Cooperation Agency,grant,both,finance_policy,44.951983
United States / Agency for International Development,grant,adaptation,buildings,44.5110388
Denmark / Ministry of Foreign Affairs,grant,both,education,44.3124984
William and Flora Hewlett Foundation / William & Flora Hewlett Foundation,grant,mitigation,energy,44.035999
Japan / Japanese International Co-operation Agency,grant,adaptation,agriculture_land_use,43.754001200000005
Japan / Japanese International Co-operation Agency,grant,adaptation,water,43.7074384
Germany / Federal Foreign Office,grant,adaptation,buildings,43.366099000000006
Council of Europe Development Bank / Council of Europe Development Bank (CEB),debt,mitigation,industry_mining,43.2619512
Italy / Cassa Depositi e Prestiti,debt,mitigation,other,43.2619512
France / French Development Agency,debt,adaptation,agriculture_land_use,43.2596118
European Investment Bank,equity,mitigation,agriculture_land_use,43.251999999999995
Korea / Export-Import Bank of Korea,debt,mitigation,finance_policy,43.0924
United States / Agency for International Development,grant,adaptation,education,42.0351468
Germany / Federal Ministry of Health,grant,adaptation,health,41.8239604
Switzerland / Swiss Agency for Development and Co-operation,grant,both,energy,41.3790914
Denmark / Ministry of Foreign Affairs,grant,both,buildings,41.2934144
Asian Development Bank,grant,both,education,41.2368692998
Japan / Ministry of Foreign Affairs,grant,adaptation,agriculture_land_use,40.7187056
New Zealand / Ministry of Foreign Affairs and Trade,grant,both,agriculture_land_use,40.448061
Japan / Other Ministries,grant,adaptation,health,40.256
Switzerland / Swiss Agency for Development and Co-operation,grant,adaptation,water,40.2538286
Australia / Australian Government,grant,adaptation,agriculture_land_use,40.1703276
Asian Development Bank,debt,mitigation,industry_mining,40.0
Sweden / Swedish International Development Authority,grant,both,water,39.8956592
Korea / Korea International Cooperation Agency,grant,both,water,39.56163
"United Kingdom / Department for Business, Innovation and Skills",grant,mitigation,energy,39.4480214
Germany / Federal Ministry for Economic Cooperation and Development,grant,both,buildings,39.184440800000004
Canada / Global Affairs Canada,grant,adaptation,buildings,39.073202200000004
Germany / Federal Ministry for Economic Affairs and Climate Action,grant,adaptation,transport,38.8747018
Switzerland / Swiss Agency for Development and Co-operation,grant,adaptation,other,38.556461
David and Lucile Packard Foundation / David & Lucile Packard Foundation,grant,both,transport,38.4825056
New Zealand / Ministry of Foreign Affairs and Trade,grant,adaptation,finance_policy,38.1082636
Germany / KfW Bankengruppe (KfW banking group),debt,mitigation,other,38.069768800000006
United Kingdom / Department of Health  and Social Care,grant,adaptation,health,37.6491004
Sweden / Swedish International Development Authority,grant,both,energy,37.576155400000005
"United Kingdom / Foreign, Commonwealth and Development Office",grant,adaptation,health,37.572372
Germany / Federal Ministry for Economic Affairs and Climate Action,grant,both,agriculture_land_use,37.493616800000005
Canada / Environment and Climate Change Canada,grant,mitigation,energy,37.40822
France / STOA,equity,mitigation,energy,37.343806
Korea / Korea International Cooperation Agency,grant,both,agriculture_land_use,37.340718
Norway / Ministry of Foreign Affairs,grant,adaptation,agriculture_land_use,37.2455486
Canada / Global Affairs Canada,debt,both,finance_policy,37.056264
Germany / Federal Ministry for Economic Cooperation and Development,grant,mitigation,buildings,36.8035626
Finland / Ministry of Foreign Affairs,grant,adaptation,agriculture_land_use,36.7686552
Japan / Other Ministries,grant,both,other,36.719447
Canada / Global Affairs Canada,debt,both,agriculture_land_use,36.6597512
Netherlands / Ministry of Foreign Affairs of the Netherlands,grant,adaptation,health,36.3591834
Switzerland / Swiss Investment Fund for Emerging Markets,equity,both,industry_mining,36.0
United Kingdom / Department of Energy and Climate Change,grant,mitigation,finance_policy,35.986146999999995
United States / International Development Finance Corporation,equity,adaptation,transport,35.900000000000006
France / French Development Agency,grant,adaptation,industry_mining,35.788675
Asian Development Bank,debt,mitigation,agriculture_land_use,35.7
Adaptation Fund,grant,adaptation,water,35.5
European Bank for Reconstruction and Development ,debt,both,industry_mining,35.2659
Spain / Ministry of Economy and Business,grant,both,energy,35.150335999999996
New Zealand / Ministry of Foreign Affairs and Trade,grant,adaptation,other,35.043503199999996
Canada / Global Affairs Canada,debt,both,transport,35.0364964
Denmark / Investment Fund For Developing Countries,equity,mitigation,energy,34.834688
Italy / Agenzia italiana per la cooperazione allo sviluppo,grant,adaptation,other,34.767960200000005
Asian Development Bank,grant,both,health,34.51718729527
France / Proparco,debt,adaptation,water,34.480832
Denmark / Ministry of Foreign Affairs,grant,adaptation,transport,34.1719432
IKEA Foundation,grant,both,other,34.084454
Switzerland / Swiss Investment Fund for Emerging Markets,equity,both,energy,34.0
"United Kingdom / Foreign, Commonwealth and Development Office",grant,both,industry_mining,33.9048236
Netherlands / Ministry of Foreign Affairs of the Netherlands,grant,adaptation,finance_policy,33.902774
Korea / Miscellaneous,grant,adaptation,agriculture_land_use,33.8805096
Switzerland / Swiss Agency for Development and Co-operation,grant,both,agriculture_land_use,33.6024598
"United Kingdom / Foreign, Commonwealth and Development Office",grant,both,education,33.534947800000005
Spain / Compañía Española de Financiación del Desarrollo,debt,adaptation,water,33.528012
"United Kingdom / Foreign, Commonwealth and Development Office",grant,both,buildings,33.4081088
Germany / KfW Bankengruppe (KfW banking group),debt,adaptation,other,33.08823520000001
Canada / Global Affairs Canada,grant,both,agriculture_land_use,32.8296306
United States / Agency for International Development,grant,both,water,32.7884448
United States / Agency for International Development,grant,both,transport,32.587801
United States / State Department,grant,mitigation,energy,32.44585
Germany / Federal Ministry for Economic Cooperation and Development,debt,mitigation,transport,32.442955
France / French Development Agency,debt,both,health,32.4394464
Global Environment Facility / GEF Trust Fund,grant,mitigation,agriculture_land_use,32.4274584
New Zealand / Ministry of Foreign Affairs and Trade,grant,both,other,32.371438000000005
Adaptation Fund,grant,adaptation,agriculture_land_use,32.091
Germany / Federal Ministry for Economic Affairs and Climate Action,grant,both,buildings,32.050012800000005
EU Institutions / European Commission,grant,adaptation,health,32.034787200000004
Belgium / Directorate General for Co-operation and Development,grant,both,transport,31.8996394
Germany / KfW Bankengruppe (KfW banking group),debt,adaptation,finance_policy,31.7906576
European Investment Bank,debt,adaptation,education,31.635862499999998
Japan / Japanese International Co-operation Agency,equity,mitigation,transport,31.5597968
Canada / Global Affairs Canada,grant,both,other,31.3839982
United Kingdom / Department for Environment Food and Rural Affairs,grant,both,agriculture_land_use,31.2344404
Korea / Ministry of Foreign Affairs and Trade,grant,both,other,30.830223800000002
Sweden / Swedish International Development Authority,grant,both,other,30.449095
Japan / Japanese International Co-operation Agency,grant,mitigation,energy,30.434444
Netherlands / Ministry of Foreign Affairs of the Netherlands,grant,adaptation,transport,30.2880824
France / French Development Agency,grant,both,transport,30.2201262
Australia / Australian Government,grant,adaptation,water,30.1266162
United Arab Emirates / Abu Dhabi Fund for Development,debt,mitigation,energy,30.0
United Kingdom / Department for Environment Food and Rural Affairs,grant,adaptation,other,29.779463800000002
France / French Development Agency,grant,mitigation,energy,29.7282708
Japan / Japanese International Co-operation Agency,grant,mitigation,transport,29.5460034
Korea / Export-Import Bank of Korea,debt,both,health,29.484800000000003
New Zealand / Ministry of Foreign Affairs and Trade,grant,adaptation,agriculture_land_use,29.4497816
Switzerland / Swiss Agency for Development and Co-operation,grant,both,other,29.3781674
Canada / Global Affairs Canada,grant,both,transport,29.3656876
Global Environment Facility / GEF Trust Fund,grant,adaptation,water,29.3547804
New Zealand / Ministry of Foreign Affairs and Trade,grant,adaptation,water,29.167846
Arcadia / Arcadia Fund,grant,mitigation,other,29.045039600000003
Asian Development Bank,grant,adaptation,other,28.85558886
Germany / Federal Ministry for Economic Cooperation and Development,grant,mitigation,education,28.795040800000002
Wellcome Trust,grant,adaptation,health,28.6870576
United Kingdom / British International Investment,debt,mitigation,buildings,28.59457
Sweden / SwedFund,debt,mitigation,energy,28.516
Sweden / Swedish International Development Authority,grant,both,transport,28.4576298
Germany / Federal Ministry for Economic Affairs and Climate Action,grant,adaptation,buildings,28.451826
